text,level
"As far as interviewing sports personalities is concerned, it would be a splendid idea to interview Gerry Armstrong because he would be able to inform students about football, as he is a very good player.",C1
He has recently released a new CD on which he spent a lot of time and really made an effort.,B2
York was founded by the Romans in the year 71 AD.,B2
What's the distance between Madrid and from Madrid to Barcelona?,B1
"I still remember when Marcelo became number 1 in 1998 after he defeated Andre Agassi in the final of the ""fifth Grand Slam"".",B1
"If I ever found a job which lives up to these expectations, I would consider myself on the fast track already.",C2
"A theater troop at the beginning of a new project is more often than not a flabbergasting rabble of actors, technicians, extras, back-stage workers and so forth.",C1
We drove over the bridge.,A2
I'm glad to receive your letter and know about your intention to come to Brazil. I think you've made a nice choice and you won't regret it.,B1
"In conclusion, I am very disappointed and therefore, I believe that I am entitled to a partial refund.",B2
I won't be able to go to your English class tomorrow morning because my sister is unwell and I will have to stay with her.,B1
"Moreover, there are some explosive issues that give them food for thought, such as the environmental pollution, and the poverty.",C2
"My mother came immediately, but it was no use because my brother isn't afraid of her, so she called my father.",B2
Prosperity goes hand in hand with investment.,C1
The fact that you want to be the best in your job does not justify your attitude.,B2
As soon as Piggy appears in the novel he is portrayed as an outsider.,C2
I'm at a loss to explain his disappearance.,C2
"My English isn't that bad, actually I have been taught English in school for six years.",B2
"Imagine, in the morning there was fog, and it was a cold day.",A2
I can't keep the sofa because it is too big.,A2
"The chef had used good, fresh ingredients.",B1
"David had seen her once before in a park, staring at him.",B2
The President was quick to condemn the terrorists.,C2
"By the time I'd finished, the whole room was spotless.",C2
Angela is a good kid but at times she can be self-centered.,C1
Do these slacks come in any other color?,A2
"We talked all day long, about many things.",B1
"It wa] what I expected, a baby crying from hunger.",B1
"He seems open to ideas like this, and I am sure he will not cancel at the last minute!",C1
I can remember I left it on the table near the toilet.,A1
This way would be a faster and more fair way to fund the changes that are to be made.,C1
I have an appointment with Dr. Tay.,A2
"While it's their right to make the most of what they get, TV companies should also exercise a reasonable amount of discretion and tact.",C2
"It is a little bit far and out of the city, near the jungle and the mountains.",B1
"We're not going to get there in time, however fast we drive.",B2
In fact 90% males hold the skilled vocational diploma whereas only 10% females hold the same degree.,C1
We need to increase productivity by 50%.,C1
I have a large room with a balcony from where I see the harbor and the beach.,B1
"These results lead us to the conclusion that only people with ""minds tough enough"" will survive.",C2
"After that, I was very tired and went home to get some sleep.",B1
Avesta is now jointly owned by Swedes and Englishmen after merging with British Steel.,C1
We went to the police station to report the theft.,A2
The center provides expert advice for people with financial problems.,B2
I have decided to paint my room orange.,A2
She tries to dodge George because she is afraid of admitting the fact that she loves him. It simply goes against the grain.,C2
"We've had a few problems, but on the whole we're very happy.",B1
We need a mechanism for resolving this sort of dispute.,C1
The store is open for late night shopping on Wednesdays.,A1
She’s lecturing on the geology of the region.,C2
"And likewise, common sense tells us it doesn't matter that oranges from Spain contain 0.01% more vitamin C than those from Florida, as long as we eat them every once in a while.",C2
"I do everything for my dog, such as washing him and] cutting his nail[s,] and I have to make sure he is nice and clean.",B2
I had to calm my nerves.,B2
I am not a critic of modern technology and I am not among those people who have pessimistic ideas about it.,C1
His Dad is a force to be reckoned with.,C2
"When the day of the General Elections came, no woman cast her vote for James and he lost his seat to a man from a minority party, not even the man representing the Labour Party.",C2
"In general, kids and teenagers are, at home, allowed to do almost anything they want, which sometimes puts parents in a very difficult position when trying to e]stablis rules in order to limit the freedom of the young.",B2
I've forgotten - do you take milk in your tea?,B2
Always back up any music you download in case your computer crashes.,B2
She sank back into the cushions.,B1
